TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
63,63,4,2,1,1,1.700000e+00,1.0,62.0,--,--,387.01154,2.0,387.64954,0.6379823,4.0,389.52884,390.5349,3.523368,390.53503,391.54855
64,64,4,2,1,1,8.500000e-01,1.0,63.0,--,--,391.58838,2.0,392.4158,0.8274246,3.0,394.10538,395.1084,3.5200107,395.10855,396.11526
65,65,7,3,1,3,2.550000e+00,1.0,64.0,--,--,396.1215,1.0,396.78262,0.6611355,9.0,398.63742,399.64075,3.519264,399.64093,402.6485
66,66,8,3,2,2,8.500000e-01,1.0,65.0,--,--,402.65433,2.0,403.3153,0.6609536,5.0,405.17282,406.1777,3.5233705,406.17786,408.1818
67,67,9,3,3,3,8.500000e-01,1.0,66.0,--,--,408.18726,1.0,408.93277,0.7455124,2.0,410.70325,411.7078,3.5205235,411.70795,414.715
68,68,3,1,3,4,2.550000e+00,1.0,67.0,--,--,414.72583,2.0,415.4493,0.7234753,7.0,417.24176,418.2455,3.5196693,418.24567,422.24838
69,69,6,2,3,2,8.500000e-01,1.0,68.0,--,--,422.3046,1.0,422.84857,0.543973,2.0,424.8217,425.82465,3.520048,425.8248,427.8315
70,70,3,1,3,4,1.700000e+00,1.0,69.0,--,--,427.84033,2.0,428.3154,0.4750571,8.0,430.35657,431.36078,3.520444,431.36093,435.36462
71,71,9,3,3,1,1.700000e+00,1.0,70.0,--,--,435.3723,1.0,436.06564,0.6933315,2.0,437.88843,438.89206,3.519753,438.89218,439.89795
72,72,2,1,2,1,2.550000e+00,1.0,71.0,--,--,439.90485,2.0,440.41504,0.5102045,5.0,442.4209,443.42535,3.5204976,443.4255,444.43127
73,73,9,3,3,2,1.700000e+00,1.0,72.0,--,--,444.4384,1.0,445.03217,0.5937882,1.0,446.95547,447.96048,3.5220928,447.96063,449.96448
74,74,5,2,2,3,2.550000e+00,1.0,73.0,--,--,450.01923,2.0,450.4319,0.4126549,5.0,452.53546,453.54044,3.5212007,453.5406,456.5478
75,75,4,2,1,1,1.700000e+00,1.0,74.0,--,--,456.60266,1.0,457.06543,0.4627817,7.0,459.11896,460.12436,3.5217013,460.1245,461.13104
76,76,3,1,3,3,8.500000e-01,1.0,75.0,--,--,461.14032,2.0,461.49872,0.3583871,8.0,463.6562,464.66095,3.5206225,464.6611,467.66403
77,77,3,1,3,2,8.500000e-01,1.0,76.0,--,--,467.6709,1.0,468.04822,0.3773296,2.0,470.18707,471.19034,3.519451,471.1905,473.19748
78,78,7,3,1,3,2.550000e+00,1.0,77.0,--,--,473.20395,2.0,473.7814,0.5774649,3.0,475.72043,476.72525,3.521314,476.7254,479.7307
79,79,3,1,3,4,2.550000e+00,1.0,78.0,--,--,479.7381,1.0,480.3645,0.6264011,1.0,482.2546,483.2588,3.5206914,483.25894,487.26395
80,80,1,1,1,1,8.500000e-01,1.0,79.0,--,--,487.27008,2.0,487.74817,0.4780834,1.0,489.78574,490.79092,3.520815,490.79108,491.79724
81,81,5,2,2,2,2.550000e+00,1.0,80.0,--,--,491.85602,1.0,492.3975,0.541484,5.0,494.3728,495.37744,3.5214255,495.3776,497.38046
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,2.8000213e-06,0.0019183,4.0118794,0.0,999.0,999.0,999.0,6.52312,7.539093,3.5272136,7.53927,9.55527
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.570777,0.0,999.0,999.0,999.0,12.071911,13.087709,3.5169322,13.087951,14.08798
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.095425,0.0,999.0,999.0,999.0,16.605944,17.622223,3.5267978,17.622347,19.638334
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.695387,0.0,999.0,999.0,999.0,22.20541,23.222569,3.5271816,23.222708,25.238277
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.246183,0.0,999.0,999.0,999.0,27.7561,28.771471,3.5252879,28.77162,32.78826
6,6,4,2,1,1,2.550000e+00,1.0,5.0,--,--,32.82978,0.0,999.0,999.0,999.0,35.33931,36.35479,3.5250087,36.35494,37.371407
7,7,7,3,1,4,1.700000e+00,1.0,6.0,--,--,37.378548,0.0,999.0,999.0,999.0,39.88934,40.905293,3.526744,40.90544,44.92126
8,8,5,2,2,1,8.500000e-01,1.0,7.0,--,--,44.972443,0.0,999.0,999.0,999.0,47.48896,48.504616,3.532173,48.504757,49.521355
9,9,7,3,1,3,2.550000e+00,1.0,8.0,--,--,49.529953,0.0,999.0,999.0,999.0,52.038887,53.054073,3.5241184,53.054222,56.054356
10,10,7,3,1,4,1.700000e+00,1.0,9.0,--,--,56.05916,0.0,999.0,999.0,999.0,58.572083,59.58765,3.528489,59.587807,63.604355
11,11,4,2,1,1,8.500000e-01,1.0,10.0,--,--,63.664757,0.0,999.0,999.0,999.0,66.17204,67.1883,3.5235465,67.188446,68.20407
12,12,6,2,3,2,8.500000e-01,1.0,11.0,--,--,68.25511,0.0,999.0,999.0,999.0,70.77189,71.78744,3.5323243,71.787575,73.8039
13,13,6,2,3,2,1.700000e+00,1.0,12.0,--,--,73.853455,0.0,999.0,999.0,999.0,76.354805,77.37152,3.5180633,77.37168,79.3873
14,14,6,2,3,4,8.500000e-01,1.0,13.0,--,--,79.44262,0.0,999.0,999.0,999.0,81.955055,82.971375,3.5287573,82.97154,86.98726
15,15,9,3,3,4,2.550000e+00,1.0,14.0,--,--,86.99271,0.0,999.0,999.0,999.0,89.50482,90.52048,3.527769,90.520615,94.53716
16,16,1,1,1,3,8.500000e-01,1.0,15.0,--,--,94.54228,0.0,999.0,999.0,999.0,97.05479,98.07036,3.5280821,98.070496,101.087135
17,17,7,3,1,3,2.550000e+00,1.0,16.0,--,--,101.0931,0.0,999.0,999.0,999.0,103.60433,104.62047,3.5273688,104.620636,107.63734
18,18,9,3,3,3,8.500000e-01,1.0,17.0,--,--,107.64303,0.0,999.0,999.0,999.0,110.15508,111.171036,3.5280063,111.17127,114.187126
19,19,6,2,3,2,1.700000e+00,1.0,18.0,--,--,114.277565,0.0,999.0,999.0,999.0,116.788155,117.80422,3.5266557,117.80441,119.820206
20,20,5,2,2,3,2.550000e+00,1.0,19.0,--,--,119.91145,0.0,999.0,999.0,999.0,122.421295,123.43702,3.5255675,123.43718,126.45371
21,21,1,1,1,2,8.500000e-01,1.0,20.0,--,--,126.465294,0.0,999.0,999.0,999.0,128.97148,129.98772,3.5224195,129.98788,132.00346
22,22,7,3,1,2,8.500000e-01,1.0,21.0,--,--,132.01183,0.0,999.0,999.0,999.0,134.52113,135.53639,3.5245647,135.53658,137.53682
23,23,9,3,3,1,2.550000e+00,1.0,22.0,--,--,137.5417,0.0,999.0,999.0,999.0,140.05435,141.07062,3.528904,141.07077,142.0874
24,24,7,3,1,4,2.550000e+00,1.0,23.0,--,--,142.09221,0.0,999.0,999.0,999.0,144.60434,145.62054,3.5283332,145.62071,149.6367
25,25,1,1,1,1,8.500000e-01,1.0,24.0,--,--,149.6488,0.0,999.0,999.0,999.0,152.1545,153.16951,3.520703,153.16968,154.16971
26,26,3,1,3,2,1.700000e+00,1.0,25.0,--,--,154.17604,0.0,999.0,999.0,999.0,156.68777,157.70375,3.5277045,157.70393,159.71994
27,27,1,1,1,3,8.500000e-01,1.0,26.0,--,--,159.72658,0.0,999.0,999.0,999.0,162.23746,163.25311,3.5265462,163.25327,166.2697
28,28,8,3,2,4,1.700000e+00,1.0,27.0,--,--,166.27702,0.0,999.0,999.0,999.0,168.78743,169.80258,3.5255635,169.80272,173.80292
29,29,6,2,3,3,1.700000e+00,1.0,28.0,--,--,173.8543,0.0,999.0,999.0,999.0,176.37053,177.38626,3.5319684,177.3864,180.40282
30,30,2,1,2,1,8.500000e-01,1.0,29.0,--,--,180.41425,0.0,999.0,999.0,999.0,182.92072,183.9357,3.5214517,183.93585,184.93604
31,31,1,1,1,4,2.550000e+00,1.0,30.0,--,--,184.94263,0.0,999.0,999.0,999.0,187.45392,188.46931,3.5266905,188.46945,192.4695
32,32,8,3,2,4,1.700000e+00,1.0,31.0,--,--,192.47672,0.0,999.0,999.0,999.0,194.98694,196.00244,3.5257342,196.0026,200.01923
33,33,7,3,1,3,8.500000e-01,1.0,32.0,--,--,200.0238,0.0,999.0,999.0,999.0,202.53682,203.55319,3.5293808,203.55333,206.56853
34,34,3,1,3,4,8.500000e-01,1.0,33.0,--,--,206.57457,0.0,999.0,999.0,999.0,209.0865,210.1031,3.5285325,210.10327,214.11917
35,35,6,2,3,2,1.700000e+00,1.0,34.0,--,--,214.17459,0.0,999.0,999.0,999.0,216.68689,217.70215,3.5275667,217.7023,219.70238
36,36,1,1,1,2,8.500000e-01,1.0,35.0,--,--,219.71028,0.0,999.0,999.0,999.0,222.22021,223.23518,3.5249064,223.23534,225.23567
37,37,7,3,1,3,1.700000e+00,1.0,36.0,--,--,225.24385,0.0,999.0,999.0,999.0,227.75288,228.76941,3.525552,228.76956,231.78563
38,38,3,1,3,1,1.700000e+00,1.0,37.0,--,--,231.79486,0.0,999.0,999.0,999.0,234.3034,235.31836,3.5235014,235.3185,236.31873
39,39,9,3,3,3,2.550000e+00,1.0,38.0,--,--,236.32564,0.0,999.0,999.0,999.0,238.83662,239.85168,3.5260415,239.85185,242.85207
40,40,1,1,1,3,1.700000e+00,1.0,39.0,--,--,242.86017,0.0,999.0,999.0,999.0,245.36952,246.38547,3.5253036,246.38562,249.40201
41,41,9,3,3,4,2.550000e+00,1.0,40.0,--,--,249.40929,0.0,999.0,999.0,999.0,251.91954,252.93475,3.525478,252.9349,256.93518
42,42,6,2,3,2,8.500000e-01,1.0,41.0,--,--,256.9896,0.0,999.0,999.0,999.0,259.50247,260.5186,3.5289967,260.51874,262.53522
43,43,6,2,3,3,1.700000e+00,1.0,42.0,--,--,262.576,0.0,999.0,999.0,999.0,265.08594,266.10187,3.5258558,266.102,269.11832
44,44,9,3,3,2,1.700000e+00,1.0,43.0,--,--,269.12485,0.0,999.0,999.0,999.0,271.63608,272.65216,3.5272982,272.6523,274.66824
45,45,4,2,1,3,8.500000e-01,1.0,44.0,--,--,274.70816,0.0,999.0,999.0,999.0,277.21927,278.23444,3.5262764,278.2346,281.23462
46,46,3,1,3,2,2.550000e+00,1.0,45.0,--,--,281.24417,0.0,999.0,999.0,999.0,283.75247,284.76764,3.523474,284.7678,286.76807
47,47,4,2,1,1,1.700000e+00,1.0,46.0,--,--,286.80588,0.0,999.0,999.0,999.0,289.31927,290.33432,3.5284493,290.33447,291.33472
48,48,6,2,3,4,8.500000e-01,1.0,47.0,--,--,291.3762,0.0,999.0,999.0,999.0,293.88602,294.90088,3.5246944,294.90103,298.9013
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,298.95374,0.0,999.0,999.0,999.0,301.469,302.48416,3.530409,302.48428,305.4845
50,50,4,2,1,4,8.500000e-01,1.0,49.0,--,--,305.53824,0.0,999.0,999.0,999.0,308.05197,309.0674,3.529166,309.0675,313.06775
51,51,1,1,1,3,2.550000e+00,1.0,50.0,--,--,313.0763,0.0,999.0,999.0,999.0,315.58533,316.60147,3.5251715,316.60162,319.61777
52,52,7,3,1,2,8.500000e-01,1.0,51.0,--,--,319.6243,0.0,999.0,999.0,999.0,322.13443,323.15057,3.5262735,323.15073,325.167
53,53,4,2,1,2,1.700000e+00,1.0,52.0,--,--,325.20892,0.0,999.0,999.0,999.0,327.71817,328.73444,3.5255122,328.73468,330.75082
54,54,9,3,3,4,1.700000e+00,1.0,53.0,--,--,330.7578,0.0,999.0,999.0,999.0,333.2679,334.28467,3.5268643,334.28482,338.3004
55,55,3,1,3,3,1.700000e+00,1.0,54.0,--,--,338.3053,0.0,999.0,999.0,999.0,340.8182,341.8339,3.528595,341.834,344.8507
56,56,3,1,3,3,2.550000e+00,1.0,55.0,--,--,344.8561,0.0,999.0,999.0,999.0,347.36743,348.38412,3.5280066,348.38428,351.40045
57,57,2,1,2,1,1.700000e+00,1.0,56.0,--,--,351.40558,0.0,999.0,999.0,999.0,353.91772,354.93414,3.5285342,354.93427,355.95035
58,58,9,3,3,2,1.700000e+00,1.0,57.0,--,--,355.95398,0.0,999.0,999.0,999.0,358.46722,359.48346,3.529475,359.4836,361.50024
59,59,5,2,2,4,1.700000e+00,1.0,58.0,--,--,361.55246,0.0,999.0,999.0,999.0,364.06808,365.08426,3.531796,365.08438,369.1
60,60,2,1,2,4,2.550000e+00,1.0,59.0,--,--,369.1059,0.0,999.0,999.0,999.0,371.61777,372.63312,3.5272272,372.63327,376.64987
61,61,4,2,1,2,2.550000e+00,1.0,60.0,--,--,376.7035,0.0,999.0,999.0,999.0,379.21732,380.23322,3.529742,380.2334,382.2335
62,62,8,3,2,2,2.550000e+00,1.0,61.0,--,--,382.23914,0.0,999.0,999.0,999.0,384.75098,385.76703,3.5278814,385.76724,387.78317
63,63,4,2,1,1,1.700000e+00,1.0,62.0,--,--,387.82208,0.0,999.0,999.0,999.0,390.33408,391.34967,3.527577,391.34985,392.3499
64,64,4,2,1,1,8.500000e-01,1.0,63.0,--,--,392.40485,0.0,999.0,999.0,999.0,394.91788,395.93384,3.5289817,395.93396,396.9498
65,65,7,3,1,3,2.550000e+00,1.0,64.0,--,--,396.95786,0.0,999.0,999.0,999.0,399.46677,400.48294,3.5250938,400.4831,403.49948
66,66,8,3,2,2,8.500000e-01,1.0,65.0,--,--,403.50394,0.0,999.0,999.0,999.0,406.01715,407.03262,3.5286934,407.03278,409.03296
67,67,9,3,3,3,8.500000e-01,1.0,66.0,--,--,409.03662,0.0,999.0,999.0,999.0,411.55038,412.56598,3.529349,412.5661,415.5662
68,68,3,1,3,4,2.550000e+00,1.0,67.0,--,--,415.57532,0.0,999.0,999.0,999.0,418.08325,419.0991,3.523754,419.09924,423.0996
69,69,6,2,3,2,8.500000e-01,1.0,68.0,--,--,423.15677,0.0,999.0,999.0,999.0,425.66724,426.68344,3.5266724,426.68356,428.69955
70,70,3,1,3,4,1.700000e+00,1.0,69.0,--,--,428.7083,0.0,999.0,999.0,999.0,431.21948,432.23215,3.5238178,432.2323,436.23294
71,71,9,3,3,1,1.700000e+00,1.0,70.0,--,--,436.23956,0.0,999.0,999.0,999.0,438.7506,439.76627,3.52669,439.76642,440.78265
72,72,2,1,2,1,2.550000e+00,1.0,71.0,--,--,440.78998,0.0,999.0,999.0,999.0,443.30057,444.31558,3.5256276,444.3157,445.31586
73,73,9,3,3,2,1.700000e+00,1.0,72.0,--,--,445.32242,0.0,999.0,999.0,999.0,447.8337,448.84927,3.5268557,448.84943,450.86578
74,74,5,2,2,3,2.550000e+00,1.0,73.0,--,--,450.9201,0.0,999.0,999.0,999.0,453.43317,454.44882,3.528721,454.44897,457.4491
75,75,4,2,1,1,1.700000e+00,1.0,74.0,--,--,457.48862,0.0,999.0,999.0,999.0,459.99957,461.01532,3.526686,461.01547,462.03235
76,76,3,1,3,3,8.500000e-01,1.0,75.0,--,--,462.0388,0.0,999.0,999.0,999.0,464.55035,465.56525,3.5264823,465.5654,468.5656
77,77,3,1,3,2,8.500000e-01,1.0,76.0,--,--,468.5715,0.0,999.0,999.0,999.0,471.08282,472.0984,3.5268886,472.0985,474.09888
78,78,7,3,1,3,2.550000e+00,1.0,77.0,--,--,474.10464,0.0,999.0,999.0,999.0,476.61603,477.63223,3.5275817,477.6324,480.64896
79,79,3,1,3,4,2.550000e+00,1.0,78.0,--,--,480.65863,0.0,999.0,999.0,999.0,483.16614,484.18195,3.523294,484.1821,488.19827
80,80,1,1,1,1,8.500000e-01,1.0,79.0,--,--,488.20203,0.0,999.0,999.0,999.0,490.71655,491.7325,3.5304925,491.73267,492.74884
81,81,5,2,2,2,2.550000e+00,1.0,80.0,--,--,492.83817,0.0,999.0,999.0,999.0,495.34988,496.36484,3.526661,496.36496,498.36523
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,3.7999998e-06,0.0019813,4.0207562,0.0,999.0,999.0,999.0,6.5374856,7.5542974,3.533541,7.55444,9.570526
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.589821,0.0,999.0,999.0,999.0,12.104559,13.121076,3.5312555,13.121201,14.13713
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.141593,0.0,999.0,999.0,999.0,16.654646,17.670288,3.528695,17.670412,19.670555
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.732908,0.0,999.0,999.0,999.0,22.2379,23.253874,3.5209665,23.253998,25.270447
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.276493,0.0,999.0,999.0,999.0,27.787218,28.803905,3.5274131,28.80404,32.8203
6,6,4,2,1,1,2.550000e+00,1.0,5.0,--,--,32.8627,0.0,999.0,999.0,999.0,35.370853,36.38743,3.5247266,36.38755,37.40356
7,7,7,3,1,4,1.700000e+00,1.0,6.0,--,--,37.407883,0.0,999.0,999.0,999.0,39.920845,40.93737,3.529489,40.93751,44.953632
8,8,5,2,2,1,8.500000e-01,1.0,7.0,--,--,44.992805,0.0,999.0,999.0,999.0,47.50398,48.52012,3.5273116,48.52028,49.53671
9,9,7,3,1,3,2.550000e+00,1.0,8.0,--,--,49.54023,0.0,999.0,999.0,999.0,52.05393,53.07079,3.5305607,53.070942,56.086666
10,10,7,3,1,4,1.700000e+00,1.0,9.0,--,--,56.091057,0.0,999.0,999.0,999.0,58.603725,59.62061,3.5295534,59.62073,63.636406
11,11,4,2,1,1,8.500000e-01,1.0,10.0,--,--,63.68093,0.0,999.0,999.0,999.0,66.18694,67.20299,3.522059,67.20312,68.21989
12,12,6,2,3,2,8.500000e-01,1.0,11.0,--,--,68.262215,0.0,999.0,999.0,999.0,70.77018,71.787415,3.5252051,71.78754,73.80293
13,13,6,2,3,2,1.700000e+00,1.0,12.0,--,--,73.847,0.0,999.0,999.0,999.0,76.353516,77.37014,3.5231385,77.37027,79.38622
14,14,6,2,3,4,8.500000e-01,1.0,13.0,--,--,79.43144,0.0,999.0,999.0,999.0,81.937355,82.95404,3.5226052,82.95416,86.96953
15,15,9,3,3,4,2.550000e+00,1.0,14.0,--,--,86.97493,0.0,999.0,999.0,999.0,89.48628,90.50324,3.5283155,90.50337,94.51933
16,16,1,1,1,3,8.500000e-01,1.0,15.0,--,--,94.52565,0.0,999.0,999.0,999.0,97.03715,98.0522,3.526548,98.052345,101.05278
17,17,7,3,1,3,2.550000e+00,1.0,16.0,--,--,101.056076,0.0,999.0,999.0,999.0,103.57006,104.58597,3.5298853,104.58611,107.602615
18,18,9,3,3,3,8.500000e-01,1.0,17.0,--,--,107.60428,0.0,999.0,999.0,999.0,110.11962,111.136635,3.5323565,111.13676,114.15256
19,19,6,2,3,2,1.700000e+00,1.0,18.0,--,--,114.2065,0.0,999.0,999.0,999.0,116.71984,117.735985,3.5294895,117.73613,119.75237
20,20,5,2,2,3,2.550000e+00,1.0,19.0,--,--,119.79444,0.0,999.0,999.0,999.0,122.30275,123.31887,3.5244298,123.31901,126.31905
21,21,1,1,1,2,8.500000e-01,1.0,20.0,--,--,126.32422,0.0,999.0,999.0,999.0,128.83641,129.85338,3.529155,129.8535,131.8692
22,22,7,3,1,2,8.500000e-01,1.0,21.0,--,--,131.87315,0.0,999.0,999.0,999.0,134.38593,135.40326,3.530096,135.40338,137.41902
23,23,9,3,3,1,2.550000e+00,1.0,22.0,--,--,137.42317,0.0,999.0,999.0,999.0,139.93605,140.95229,3.529119,140.95244,141.96893
24,24,7,3,1,4,2.550000e+00,1.0,23.0,--,--,141.97124,0.0,999.0,999.0,999.0,144.48613,145.50299,3.5317502,145.50311,149.51895
25,25,1,1,1,1,8.500000e-01,1.0,24.0,--,--,149.52399,0.0,999.0,999.0,999.0,152.03629,153.05241,3.5284288,153.05255,154.06859
26,26,3,1,3,2,1.700000e+00,1.0,25.0,--,--,154.07259,0.0,999.0,999.0,999.0,156.58636,157.60254,3.5299425,157.60266,159.61862
27,27,1,1,1,3,8.500000e-01,1.0,26.0,--,--,159.62102,0.0,999.0,999.0,999.0,162.13634,163.1526,3.531574,163.15273,166.16847
28,28,8,3,2,4,1.700000e+00,1.0,27.0,--,--,166.17188,0.0,999.0,999.0,999.0,168.6856,169.7019,3.5300412,169.70206,173.71864
29,29,6,2,3,3,1.700000e+00,1.0,28.0,--,--,173.76613,0.0,999.0,999.0,999.0,176.26909,177.28574,3.5195937,177.28586,180.30162
30,30,2,1,2,1,8.500000e-01,1.0,29.0,--,--,180.30946,0.0,999.0,999.0,999.0,182.8191,183.8358,3.5263255,183.83594,184.85153
31,31,1,1,1,4,2.550000e+00,1.0,30.0,--,--,184.85483,0.0,999.0,999.0,999.0,187.36879,188.38492,3.530095,188.38506,192.40125
32,32,8,3,2,4,1.700000e+00,1.0,31.0,--,--,192.40486,0.0,999.0,999.0,999.0,194.91866,195.93474,3.5298893,195.93488,199.95164
33,33,7,3,1,3,8.500000e-01,1.0,32.0,--,--,199.95425,0.0,999.0,999.0,999.0,202.4685,203.48564,3.5313797,203.48576,206.5014
34,34,3,1,3,4,8.500000e-01,1.0,33.0,--,--,206.50778,0.0,999.0,999.0,999.0,209.01863,210.03418,3.5264022,210.03436,214.03467
35,35,6,2,3,2,1.700000e+00,1.0,34.0,--,--,214.08456,0.0,999.0,999.0,999.0,216.58537,217.60188,3.517323,217.60207,219.61806
36,36,1,1,1,2,8.500000e-01,1.0,35.0,--,--,219.62679,0.0,999.0,999.0,999.0,222.13536,223.15057,3.5237863,223.15071,225.15108
37,37,7,3,1,3,1.700000e+00,1.0,36.0,--,--,225.1561,0.0,999.0,999.0,999.0,227.66875,228.68472,3.5286288,228.68486,231.70122
38,38,3,1,3,1,1.700000e+00,1.0,37.0,--,--,231.70563,0.0,999.0,999.0,999.0,234.21829,235.23431,3.5286894,235.23447,236.2345
39,39,9,3,3,3,2.550000e+00,1.0,38.0,--,--,236.23825,0.0,999.0,999.0,999.0,238.75194,239.76776,3.5295012,239.76787,242.78424
40,40,1,1,1,3,1.700000e+00,1.0,39.0,--,--,242.78989,0.0,999.0,999.0,999.0,245.30145,246.31741,3.5275378,246.31758,249.31766
41,41,9,3,3,4,2.550000e+00,1.0,40.0,--,--,249.3233,0.0,999.0,999.0,999.0,251.83467,252.85162,3.528323,252.85176,256.8673
42,42,6,2,3,2,8.500000e-01,1.0,41.0,--,--,256.92062,0.0,999.0,999.0,999.0,259.4346,260.45117,3.5305767,260.45132,262.46732
43,43,6,2,3,3,1.700000e+00,1.0,42.0,--,--,262.5157,0.0,999.0,999.0,999.0,265.01837,266.03375,3.5180411,266.03387,269.0339
44,44,9,3,3,2,1.700000e+00,1.0,43.0,--,--,269.03687,0.0,999.0,999.0,999.0,271.55164,272.5675,3.5306492,272.56763,274.58386
45,45,4,2,1,3,8.500000e-01,1.0,44.0,--,--,274.62555,0.0,999.0,999.0,999.0,277.13416,278.1506,3.5250528,278.15073,281.16708
46,46,3,1,3,2,2.550000e+00,1.0,45.0,--,--,281.1723,0.0,999.0,999.0,999.0,283.6842,284.7002,3.5279133,284.70035,286.70047
47,47,4,2,1,1,1.700000e+00,1.0,46.0,--,--,286.7423,0.0,999.0,999.0,999.0,289.25116,290.2676,3.5252826,290.26776,291.2837
48,48,6,2,3,4,8.500000e-01,1.0,47.0,--,--,291.3213,0.0,999.0,999.0,999.0,293.83453,294.85028,3.5289755,294.8504,298.86685
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,298.9098,0.0,999.0,999.0,999.0,301.41745,302.43356,3.5237775,302.43372,305.4502
50,50,4,2,1,4,8.500000e-01,1.0,49.0,--,--,305.49884,0.0,999.0,999.0,999.0,308.0005,309.01703,3.5181751,309.01715,313.03345
51,51,1,1,1,3,2.550000e+00,1.0,50.0,--,--,313.0383,0.0,999.0,999.0,999.0,315.55075,316.56747,3.5291722,316.5676,319.5834
52,52,7,3,1,2,8.500000e-01,1.0,51.0,--,--,319.58667,0.0,999.0,999.0,999.0,322.10062,323.1173,3.5306332,323.11752,325.1333
53,53,4,2,1,2,1.700000e+00,1.0,52.0,--,--,325.17627,0.0,999.0,999.0,999.0,327.6842,328.7005,3.5242426,328.7007,330.7165
54,54,9,3,3,4,1.700000e+00,1.0,53.0,--,--,330.72,0.0,999.0,999.0,999.0,333.23383,334.2503,3.530298,334.25043,338.26645
55,55,3,1,3,3,1.700000e+00,1.0,54.0,--,--,338.27252,0.0,999.0,999.0,999.0,340.7834,341.7994,3.5268803,341.79953,344.79993
56,56,3,1,3,3,2.550000e+00,1.0,55.0,--,--,344.80234,0.0,999.0,999.0,999.0,347.31686,348.3335,3.5311577,348.33362,351.34952
57,57,2,1,2,1,1.700000e+00,1.0,56.0,--,--,351.35226,0.0,999.0,999.0,999.0,353.8668,354.8825,3.5302463,354.8827,355.88284
58,58,9,3,3,2,1.700000e+00,1.0,57.0,--,--,355.88718,0.0,999.0,999.0,999.0,358.39984,359.4168,3.5296254,359.41693,361.4329
59,59,5,2,2,4,1.700000e+00,1.0,58.0,--,--,361.47668,0.0,999.0,999.0,999.0,363.98325,364.99985,3.523155,365.0,369.01614
60,60,2,1,2,4,2.550000e+00,1.0,59.0,--,--,369.0241,0.0,999.0,999.0,999.0,371.5333,372.5491,3.5249953,372.54922,376.54938
61,61,4,2,1,2,2.550000e+00,1.0,60.0,--,--,376.60083,0.0,999.0,999.0,999.0,379.11688,380.13214,3.531314,380.13232,382.13242
62,62,8,3,2,2,2.550000e+00,1.0,61.0,--,--,382.1368,0.0,999.0,999.0,999.0,384.64978,385.6663,3.5294807,385.6664,387.68237
63,63,4,2,1,1,1.700000e+00,1.0,62.0,--,--,387.7269,0.0,999.0,999.0,999.0,390.23325,391.24994,3.5230522,391.2501,392.26556
64,64,4,2,1,1,8.500000e-01,1.0,63.0,--,--,392.3092,0.0,999.0,999.0,999.0,394.81665,395.8324,3.523193,395.83252,396.84888
65,65,7,3,1,3,2.550000e+00,1.0,64.0,--,--,396.8523,0.0,999.0,999.0,999.0,399.36646,400.38248,3.5301564,400.38263,403.39917
66,66,8,3,2,2,8.500000e-01,1.0,65.0,--,--,403.4018,0.0,999.0,999.0,999.0,405.91583,406.932,3.5301974,406.93216,408.93222
67,67,9,3,3,3,8.500000e-01,1.0,66.0,--,--,408.93387,0.0,999.0,999.0,999.0,411.44937,412.4663,3.5324314,412.46646,415.48203
68,68,3,1,3,4,2.550000e+00,1.0,67.0,--,--,415.48947,0.0,999.0,999.0,999.0,417.99954,419.01566,3.5261953,419.01578,423.0322
69,69,6,2,3,2,8.500000e-01,1.0,68.0,--,--,423.08182,0.0,999.0,999.0,999.0,425.58258,426.59854,3.5167203,426.59872,428.59875
70,70,3,1,3,4,1.700000e+00,1.0,69.0,--,--,428.60648,0.0,999.0,999.0,999.0,431.11618,432.13162,3.5251524,432.1318,436.13202
71,71,9,3,3,1,1.700000e+00,1.0,70.0,--,--,436.13632,0.0,999.0,999.0,999.0,438.64877,439.66592,3.5295956,439.66605,440.6817
72,72,2,1,2,1,2.550000e+00,1.0,71.0,--,--,440.68518,0.0,999.0,999.0,999.0,443.199,444.21548,3.5303247,444.2156,445.23175
